Date,Buying_USD,Selling_USD,Buying_GBP,Selling_GBP,Buying_EUR,Selling_EUR,Buying_CHF,Selling_CHF,Buying_CAD,Selling_CAD,Buying_AUD,Selling_AUD,Buying_SGD,Selling_SGD,Buying_JPY,Selling_JPY,Buying_CNY,Selling_CNY
3/14/2016,142.93,146.86,204.78,212.05,158.43,164.73,144.35,150.36,107.43,111.77,107.21,112.19,103.64,107.6,1.2483,1.2976,,
3/15/2016,142.95,146.88,203.31,210.55,157.78,164.06,143.88,149.88,106.83,111.17,106.03,110.99,103.26,107.21,1.251,1.3003,,
3/16/2016,143,146.93,201.33,208.51,157.73,164.02,143.78,149.8,106.32,110.64,105.56,110.48,103.18,107.15,1.2542,1.3036,,
3/17/2016,143.02,146.95,203.21,210.43,159.38,165.73,145.25,151.29,108.47,112.87,107.63,112.64,104.27,108.26,1.262,1.3117,,
3/18/2016,143.05,146.98,206.36,213.68,160.99,167.36,146.98,153.12,109.56,113.99,108.64,113.66,105.32,109.34,1.2809,1.3313,,
3/21/2016,143.16,147.1,206.06,213.38,160.46,166.87,146.68,152.79,108.88,113.42,107.52,112.57,104.77,108.78,1.2797,1.33,,
3/23/2016,143.26,147.26,202.79,210.1,159.63,166.08,146.12,152.3,108.93,113.53,108.34,113.45,104.88,108.94,1.2695,1.3201,,
3/24/2016,143.91,147.87,202.06,209.26,159.73,166.12,146.41,152.51,108.03,112.55,106.97,112,104.69,108.7,1.2699,1.3198,,
3/28/2016,144.93,148.91,203.88,211.14,160.65,167.07,147.19,153.31,108.48,113.01,107.74,112.8,105.12,109.13,1.2695,1.3194,,
3/29/2016,145.56,149.54,206.47,213.79,161.87,168.32,148.38,154.55,109.6,114.17,108.92,114.03,105.95,110,1.2752,1.3253,,
3/30/2016,146.52,150.54,209.82,217.24,164.36,170.9,150.52,156.78,111.34,115.97,110.72,115.88,107.51,111.62,1.2955,1.3462,,
3/31/2016,142.59,146.78,204.13,211.66,160.63,167.26,146.87,153.16,109.21,113.9,108.25,113.48,105.32,109.48,1.2647,1.3162,,
4/1/2016,143.32,147.23,205.14,212.62,162.25,168.88,148.36,154.7,109.52,114.21,108.98,114.18,105.92,110.07,1.2735,1.3249,,
4/4/2016,142.54,146.53,202.47,209.94,161.76,168.42,148.05,154.39,108.78,113.47,108.08,113.29,105.41,109.58,1.2757,1.3275,,
4/5/2016,142.62,146.42,202.9,210.14,161.69,168.15,147.96,154.14,108.22,112.76,107.2,112.23,104.86,108.88,1.2813,1.3318,,
4/6/2016,142.56,146.36,201.02,208.21,161.12,167.56,147.93,154.12,107.82,112.35,106.69,111.73,104.78,108.8,1.2843,1.3349,,
4/7/2016,142.61,146.41,200.63,207.81,161.57,168.03,148.19,154.37,108.34,112.88,107.46,112.52,105.36,109.4,1.2972,1.3484,,
4/8/2016,142.75,146.55,200.05,207.21,161.2,167.65,148.22,154.4,108.1,112.63,106.49,111.52,105.12,109.15,1.3059,1.3572,,
4/11/2016,142.75,146.55,200.76,207.96,161.86,168.33,148.84,155.06,109.08,113.65,106.66,111.71,105.49,109.52,1.3175,1.3692,,
4/12/2016,142.72,146.52,202.43,209.67,161.83,168.3,148.54,154.75,109.85,114.45,107.64,112.7,105.73,109.78,1.3137,1.3652,,
4/15/2016,142.83,146.63,201.31,208.51,159.79,166.18,146.59,152.73,110.74,115.37,109.1,114.21,104.65,108.68,1.2965,1.3475,,
4/18/2016,142.86,146.66,201.67,208.86,160.2,166.61,146.69,152.82,109.54,114.12,108.46,113.53,104.7,108.72,1.3166,1.3683,,
4/19/2016,143.03,146.89,204.08,210.65,161.09,167.59,147.61,153.83,111.42,116.11,110.27,115.45,105.63,109.71,1.307,1.3531,,
4/20/2016,143.18,146.99,205.42,212.72,161.87,168.33,148.11,154.29,112.16,116.84,110.63,115.79,106.52,110.58,1.3084,1.3599,,
4/22/2016,143.19,147,204.98,212.29,161.07,167.51,146.3,152.43,112.17,116.86,110.35,115.51,105.96,110.01,1.3048,1.356,,
4/25/2016,143.43,147.24,206.58,213.94,160.44,166.86,146.03,152.12,112.46,117.15,109.57,114.68,105.62,109.67,1.2863,1.337,,
4/26/2016,143.46,147.27,207.59,214.96,160.89,167.33,146.42,152.52,112.68,117.38,109.84,114.97,105.72,109.76,1.2877,1.3385,,
4/27/2016,143.57,147.39,208.82,216.22,161.49,167.94,146.72,152.83,113.29,118.01,109.38,114.49,106.07,110.15,1.287,1.3378,,
4/28/2016,143.53,147.35,208.09,215.47,161.7,168.16,146.97,153.11,113.33,118.05,108.04,113.11,106.15,110.22,1.3098,1.3612,,
4/29/2016,143.6,147.42,209.73,217.17,162.6,169.09,148.06,154.24,113.94,118.69,108.81,113.9,106.65,110.72,1.3336,1.3858,,
5/3/2016,143.5,147.3,210.06,217.49,164.71,171.24,149.56,155.79,114.04,118.77,109.48,114.58,106.75,110.83,1.3464,1.399,,
5/4/2016,143.58,147.39,207.9,215.27,163.96,170.47,149.21,155.44,112.06,116.73,106.48,111.48,105.64,109.67,1.3352,1.3875,,
5/5/2016,143.55,147.36,207.66,215.01,163.93,170.45,148.91,155.12,111.07,115.7,106.5,111.52,105.47,109.51,1.3343,1.3865,,
5/6/2016,143.59,147.4,207.3,214.64,162.76,169.25,147.34,153.47,110.81,115.42,105.39,110.36,105.17,109.19,1.3345,1.3867,,
5/9/2016,143.59,147.4,206.4,213.73,162.72,169.19,146.78,152.86,110.33,114.93,104.96,109.92,105.03,109.04,1.3321,1.3843,,
5/10/2016,143.59,147.4,206.2,213.52,162.46,168.93,146.88,153.01,110.01,114.6,104.15,109.09,104.32,108.3,1.3153,1.3668,,
5/11/2016,143.63,147.43,206.77,214.09,162.54,169.02,146.49,152.6,110.35,114.95,104.63,109.59,104.48,108.49,1.3144,1.3659,,
5/12/2016,143.7,147.5,206.76,214.09,163.19,169.68,147.07,153.2,111.02,115.65,104.48,109.42,104.59,108.59,1.3189,1.3706,,
5/13/2016,143.76,147.56,206.74,214.07,162.48,168.94,147.11,153.21,111.04,115.66,103.91,108.82,104.15,108.15,1.3145,1.366,,
5/16/2016,143.81,147.61,205.79,213.1,161.64,168.08,146.34,152.45,110.37,114.97,103.71,108.62,104.35,108.35,1.3151,1.3666,,
5/17/2016,144.06,147.84,207.73,215.19,161.98,168.51,146.31,152.53,111.17,115.84,104.87,109.85,104.91,109.02,1.3149,1.3681,,
5/18/2016,144.02,147.84,207.2,214.71,161.65,168.2,145.68,151.91,110.66,115.35,104.04,109.01,104.48,108.61,1.313,1.3665,,
5/19/2016,144.03,147.85,209.13,216.68,160.62,167.15,144.82,151.01,109.65,114.31,102.94,107.87,103.79,107.88,1.3016,1.3548,,
5/20/2016,144.04,147.86,209.46,217.03,160.37,166.89,144.36,150.52,109.32,113.96,103.25,108.19,103.99,108.09,1.3027,1.3559,,
5/24/2016,144.07,147.89,207.97,215.49,160.43,166.94,144.39,150.57,108.79,113.42,102.92,107.86,103.85,107.93,1.3097,1.3631,,
5/25/2016,144.12,147.96,209.73,217.33,159.56,166.07,144.13,150.31,109.1,113.74,102.48,107.42,103.81,107.92,1.3015,1.3548,,
5/26/2016,144.15,147.97,211.24,218.85,160.03,166.53,144.64,150.83,110.14,114.81,102.71,107.63,104.27,108.38,1.3078,1.3611,,
5/27/2016,144.28,148.08,210.84,218.4,160.39,166.88,144.79,150.96,110.33,114.99,103.22,108.15,104.51,108.6,1.306,1.359,,
5/30/2016,144.35,148.18,210.1,217.67,159.22,165.7,144.09,150.24,109.55,114.2,102.37,107.3,103.94,108.04,1.2951,1.3475,,
5/31/2016,145.43,149.35,212.89,220.51,161.1,167.63,145.64,151.85,110.86,115.55,104.09,109.08,105.02,109.14,1.3027,1.3557,,
6/1/2016,145.48,149.24,210.14,217.2,160.94,167,145.62,151.08,110.77,114.99,105.1,109.57,105.23,109.01,1.3089,1.3584,,
6/2/2016,145.4,149.11,208.96,216.2,161.83,168.14,146.26,152.27,110.48,114.99,104.31,109.14,105.2,109.18,1.3261,1.378,,
6/3/2016,145.16,148.82,208.34,215.56,160.81,167.1,145.57,151.55,110.13,114.64,103.98,108.79,105.06,109.04,1.3257,1.3776,,
6/6/2016,144.66,148.32,207.38,214.57,163.1,169.47,147.08,153.14,110.81,115.35,104.91,109.78,105.81,109.82,1.3481,1.4008,,
6/7/2016,143.76,147.42,207.11,214.3,162.19,168.53,147.04,153.13,111.3,115.86,104.9,109.76,105.41,109.42,1.3289,1.381,,
6/8/2016,143.63,147.29,208.12,215.36,162.27,168.63,147.85,153.97,111.95,116.54,105.88,110.76,105.72,109.74,1.3376,1.39,,
6/9/2016,143.49,147.27,207.31,214.72,162.7,169.21,148.74,155.03,112.41,117.1,106.32,111.33,106.02,110.13,1.339,1.3928,,
6/10/2016,143.35,147.12,206.41,213.79,160.93,167.39,147.58,153.81,111.81,116.49,105.33,110.29,105.38,109.63,1.3312,1.3846,,
6/13/2016,142.75,146.51,201.75,209.01,159.51,165.93,146.97,153.15,110.8,115.45,104.34,109.28,104.46,108.54,1.3377,1.3914,,
6/14/2016,142.54,146.3,201.56,208.81,159.97,166.4,146.97,153.18,110.45,115.09,104.32,109.25,104.71,108.84,1.3373,1.391,,
6/15/2016,142.57,146.33,200.69,207.91,158.67,165.06,146.87,153.1,110.1,114.73,103.86,108.78,104.57,108.66,1.3353,1.389,,
6/16/2016,142.85,146.61,201.79,209.05,159.86,166.28,147.55,153.76,109.8,114.41,104.65,109.58,105.19,109.28,1.3499,1.4042,,
6/17/2016,142.87,146.61,202.96,210.21,159.88,166.28,147.08,153.27,109.84,114.43,104.6,109.52,105.46,109.56,1.3594,1.4136,,
6/20/2016,143.1,146.87,207.84,215.26,161.46,167.92,148.18,154.45,110.7,115.34,105.41,110.39,105.93,110.05,1.3607,1.4152,,
6/21/2016,143.76,147.54,209.97,217.43,161.96,168.43,148.47,154.73,111.64,116.31,106.49,111.5,106.57,110.69,1.3751,1.43,,
6/22/2016,145.12,148.62,212.27,219.36,162.24,168.4,149.89,155.89,112.57,117.04,107.16,111.97,107.56,111.49,1.3824,1.4346,,
6/23/2016,144.96,148.71,213.73,221.34,163.2,169.71,149.99,156.28,112.38,117.11,107.91,113.05,107.79,111.99,1.3764,1.432,,
6/24/2016,145.01,148.81,191.17,209.03,155,169.48,148.2,155.41,110.62,116.03,105.04,112.31,106.2,111.06,1.4107,1.4846,,
6/27/2016,145.23,149.06,192.75,200.77,157.79,165.44,147.95,154.25,110.3,114.97,106.51,111.54,106.34,110.49,1.4193,1.4762,,
6/28/2016,145.6,149.44,191.97,199.98,158.89,166.58,147.96,154.21,110.99,115.66,106.46,111.5,106.76,110.91,1.4204,1.4771,,
6/29/2016,145.58,149.41,192.98,200.17,159.8,166.48,147.36,153.62,111.04,115.71,106.8,111.83,107.11,111.29,1.4135,1.47,,
6/30/2016,144.77,148.32,193.2,200.04,159.67,166.05,146.74,152.68,111.05,115.5,106.75,111.58,106.84,110.8,1.4027,1.4561,,
7/1/2016,144.23,147.87,191.53,198.33,159.02,165.38,146.77,152.71,110.51,114.96,106.41,111.23,106.66,110.61,1.3947,1.4478,,
7/4/2016,144.5,148.25,191.19,198.12,159.81,166.29,147.43,153.5,111.33,115.87,107.32,112.25,107.06,111.09,1.401,1.4554,,
7/5/2016,144.84,148.59,191.05,197.96,160.05,166.54,148.03,154.13,111.67,116.22,107.78,112.71,108.01,111.04,1.4109,1.4654,,
7/7/2016,144.9,148.65,186.62,193.42,159.52,165.99,147.54,153.62,111,115.53,107.78,112.72,106.86,110.88,1.4283,1.4835,,
7/8/2016,144.32,147.96,186.06,192.55,158.78,164.94,146.46,152.5,110.22,114.73,107.31,112.24,106.45,110.47,1.424,1.4792,,
7/11/2016,143.96,147.6,185.64,191.97,158.08,164.11,145.57,151.42,109.57,113.94,107.71,112.55,106.47,110.41,1.4228,1.4779,,
7/12/2016,144.13,147.77,187.67,194.06,158.67,164.72,145.62,151.48,109.29,113.64,108.21,113.08,106.3,110.23,1.3918,1.4458,,
7/13/2016,144.25,147.89,190.98,197.43,158.58,164.62,144.97,150.79,109.64,114.01,108.62,113.48,106.58,110.52,1.3761,1.4296,,
7/14/2016,144.22,147.86,189.02,195.43,159.21,165.27,145.66,151.51,110.75,115.15,108.99,113.87,106.59,110.51,1.374,1.4274,,
7/15/2016,144.09,147.73,192.73,199.24,159.22,165.28,145.87,151.72,111.02,115.44,109.1,113.99,106.78,110.74,1.351,1.4037,,
7/18/2016,144.16,147.8,190.33,196.79,158.55,164.58,145.63,151.48,110.61,115.01,108.43,113.29,106.51,110.45,1.3575,1.4104,,
7/20/2016,144.5,148.15,188.29,194.69,158.11,164.13,145.5,151.34,110.16,114.54,107.35,112.18,106.17,110.1,1.3567,1.4095,,
7/21/2016,144.77,148.42,190.8,197.24,158.56,164.6,145.84,151.69,110.16,114.52,107.17,111.98,106.11,110.01,1.3431,1.3954,,
7/22/2016,144.23,147.87,190.14,196.58,158.02,164.05,145.38,151.23,109.39,113.75,106.85,111.67,105.97,109.88,1.3557,1.4084,,
7/25/2016,144.13,147.77,188.41,194.81,157.02,163.02,144.8,150.62,108.94,113.28,106.71,111.51,105.43,109.32,1.3462,1.3987,,
7/26/2016,144.16,147.8,188.26,194.65,157.43,163.44,145.24,151.08,108.4,112.72,106.88,111.71,105.49,109.4,1.3676,1.4208,,
7/27/2016,144.08,147.72,188.31,194.71,157.37,163.38,144.23,150.03,108.65,112.98,107.17,111.99,105.64,109.56,1.3627,1.4158,,
7/28/2016,144.06,147.7,189.73,196.16,158.41,164.45,145.11,150.94,108.9,113.25,107.2,112.02,106.14,110.05,1.3641,1.4172,,
7/29/2016,144.04,147.68,189.27,195.69,158.64,164.68,146.07,151.95,108.92,113.27,107.48,112.32,106.25,110.18,1.376,1.4294,,
8/1/2016,144.06,147.7,190.21,196.66,159.95,166.04,147.61,153.54,109.72,114.1,108.46,113.32,106.99,110.94,1.3969,1.451,,
8/2/2016,144.09,147.73,189.27,195.69,159.9,165.97,147.83,153.77,108.99,113.33,107.58,112.42,106.78,110.73,1.3967,1.4508,,
8/3/2016,144.08,147.72,191.31,197.79,160.57,166.67,148.25,154.2,109.2,113.55,108.52,113.4,106.98,110.92,1.4159,1.4706,,
8/4/2016,144,147.69,191.4,197.89,159.58,165.66,147.11,153.02,109.62,113.99,108.68,113.55,106.94,110.88,1.4181,1.4729,,
8/5/2016,143.64,147.42,187.91,194.44,158.92,165.09,146.46,152.47,109.57,114.02,108.85,113.81,106.65,110.67,1.4118,1.4675,,
8/8/2016,143.55,147.33,187.18,193.68,158.28,164.43,145.56,151.51,108.28,112.69,108.23,113.16,106.08,110.09,1.3993,1.4545,,
8/9/2016,143.57,147.35,185.75,192.21,158.08,164.21,145.05,151,108.22,112.62,108.56,113.52,106.02,110.01,1.3948,1.4499,,
8/10/2016,143.56,147.34,186.95,193.44,159.08,165.25,145.58,151.53,109.2,113.63,109.47,114.45,106.6,110.61,1.4097,1.4653,,
8/11/2016,143.55,147.33,186.23,192.71,159.5,165.68,146.36,152.35,109.24,113.67,109.71,114.69,106.53,110.55,1.411,1.4667,,
8/12/2016,143.38,147.16,185.32,191.78,158.74,164.9,146.08,152.07,109.74,114.2,109.12,114.1,106.15,110.16,1.3974,1.4526,,
8/15/2016,143.39,147.17,184.72,191.16,159,165.17,146.01,151.98,109.88,114.34,108.63,113.59,106.01,110.02,1.4074,1.4629,,
8/16/2016,143.4,147.18,184.1,190.52,159.4,165.58,146.43,152.4,110.23,114.7,108.97,113.93,106.34,110.35,1.4149,1.4708,,
8/18/2016,143.4,147.18,186.68,193.18,161.2,167.45,148.29,154.36,111.05,115.56,109.38,114.36,106.56,110.58,1.4282,1.4845,,
8/19/2016,143.39,147.17,187.69,194.22,161.61,167.86,149.1,155.21,111.29,115.8,108.63,113.59,106.36,110.38,1.4234,1.4795,,
8/22/2016,143.39,147.17,186.5,192.99,160.91,167.14,147.95,154,110.36,114.84,107.88,112.81,105.68,109.67,1.4166,1.4725,,
8/23/2016,143.4,147.18,187.7,194.21,161.47,167.72,148.07,154.13,110.18,114.66,108.46,113.4,105.74,109.74,1.4232,1.4794,,
8/24/2016,143.35,147.23,188.28,194.95,161.04,167.39,147.79,153.93,110.19,114.74,108.06,113.07,105.54,109.6,1.4216,1.4787,,
8/25/2016,143.39,147.27,189.15,195.84,160.64,166.97,147.35,153.49,110.21,114.76,108.33,113.35,105.46,109.53,1.4202,1.4771,,
8/26/2016,143.64,147.52,188.97,195.66,161.2,167.56,147.58,153.73,110.56,115.12,108.58,113.61,105.76,109.83,1.4223,1.4793,,
8/29/2016,143.62,147.5,187.75,194.4,159.86,166.16,145.93,151.98,109.7,114.22,107.29,112.28,105.1,109.14,1.3998,1.456,,
8/30/2016,143.62,147.4,187.23,193.73,159.48,165.66,145.57,151.52,109.54,113.99,107.7,112.61,105.09,109.06,1.399,1.4542,,
8/31/2016,143.62,147.4,187.34,193.84,159.19,165.36,145.13,151.08,109,113.42,107.09,111.99,104.92,108.87,1.3875,1.4422,,
9/1/2016,143.57,147.35,187.97,194.48,159.23,165.4,145.02,150.97,108.87,113.29,107.22,112.12,104.97,108.93,1.3845,1.4393,,
9/2/2016,143.44,147.22,189.88,196.46,159.64,165.82,145.36,151.32,108.84,113.26,107.27,112.17,105.04,109,1.3807,1.4353,,
9/5/2016,143.46,147.24,190.15,196.74,159.12,165.3,145.41,151.37,109.85,114.3,107.81,112.73,105.13,109.1,1.3736,1.4281,,
9/6/2016,143.43,147.21,190.25,196.84,158.93,165.1,145.31,151.25,110.27,114.74,108.32,113.27,105.19,109.16,1.3765,1.4311,,
9/7/2016,143.41,147.19,191.72,198.35,160.32,166.53,146.9,152.92,110.85,115.34,108.99,113.95,106.02,110.01,1.4065,1.462,,
9/8/2016,143.37,147.15,190.77,197.37,160.34,166.55,146.99,153.02,110.69,115.18,109.08,114.03,106,109.98,1.4031,1.4585,,
9/9/2016,143.06,146.84,189.85,196.44,160.31,166.52,146.26,152.26,110.04,114.51,108.36,113.3,105.4,109.39,1.3939,1.449,,
9/13/2016,143.14,146.92,190.11,196.71,159.84,166.03,146.32,152.32,109.02,113.45,107.1,111.99,105.03,108.99,1.4015,1.4569,,
9/14/2016,143.33,147.11,188.31,194.86,159.83,166.03,145.7,151.65,108.23,112.64,106.18,111.05,104.43,108.39,1.3841,1.4389,,
9/15/2016,143.52,147.3,189.58,196.17,160.42,166.62,146.52,152.5,107.97,112.37,106.04,110.9,104.74,108.7,1.3987,1.4539,,
9/19/2016,143.63,147.41,186.59,193.08,159.4,165.58,145.72,151.7,108.37,112.78,107.15,112.05,104.79,108.73,1.3995,1.4546,,
9/20/2016,143.81,147.59,186.89,193.36,159.69,165.88,145.68,151.62,108.23,112.62,107.44,112.36,105.11,109.07,1.4033,1.4586,,
9/21/2016,143.97,147.75,186.33,192.79,159.58,165.75,146.12,152.08,108.56,112.97,107.73,112.65,105.27,109.24,1.4098,1.4654,,
9/22/2016,144.31,148.1,187.5,194,160.49,166.68,147.21,153.21,109.64,114.08,109.13,114.1,106.2,110.19,1.4304,1.4865,,
9/23/2016,144.19,147.98,187.61,194.11,160.54,166.74,147.7,153.69,109.61,114.05,109.09,114.06,105.7,109.67,1.418,1.4738,,
9/26/2016,144.19,147.98,186.53,193.01,161.02,167.24,147.72,153.73,108.77,113.19,108.79,113.75,105.57,109.54,1.4231,1.479,,
9/27/2016,144.19,147.98,186.49,192.97,161.21,167.43,147.71,153.73,108.56,112.97,109.3,114.28,105.53,109.51,1.4242,1.4801,,
9/28/2016,144.28,148.07,186.91,193.39,160.75,166.95,147.53,153.56,108.46,112.86,109.7,114.67,105.61,109.58,1.4274,1.4833,,
9/29/2016,144.38,148.18,187.39,193.88,161.11,167.33,147.75,153.79,109.81,114.26,110.16,115.15,105.64,109.61,1.4176,1.4732,,
9/30/2016,144.66,148.46,186.85,193.32,161.29,167.5,148.8,154.84,109.31,113.74,109.37,114.33,105.48,109.44,1.4248,1.4807,,
10/3/2016,144.64,148.44,186.4,192.86,161.53,167.75,147.84,153.86,109.58,114.01,109.72,114.7,105.57,109.54,1.4191,1.4748,,
10/4/2016,144.48,148.27,184.71,191.12,160.87,167.09,147.3,153.31,109.35,113.79,109.88,114.88,105.2,109.17,1.4064,1.4618,,
10/5/2016,144.52,148.31,183.43,189.81,161.19,167.41,146.81,152.8,109,113.41,109.38,114.36,104.99,108.94,1.3981,1.4532,,
10/6/2015,144.53,148.33,183.37,189.75,161.07,167.17,147.26,153.26,108.92,113.33,109.01,113.97,105.11,109.06,1.3905,1.4453,,
10/7/2016,144.72,148.52,178.83,185.1,160.1,166.29,146.46,152.44,108.64,113.03,108.68,113.63,104.99,108.95,1.3984,1.4441,,
10/10/2016,144.78,148.58,179.18,185.48,161.05,167.27,147.05,153.04,108.63,113.02,109.01,113.96,104.99,108.94,1.3988,1.4538,,
10/11/2016,145.01,148.81,177.82,184.08,160.35,166.54,146.45,152.41,109.28,113.71,108.86,113.79,104.81,108.74,1.3878,1.4424,,
10/12/2016,145.01,148.81,177.54,183.8,159.28,165.43,145.73,151.68,109.02,113.42,108.89,113.85,104.79,108.73,1.3942,1.449,,
10/13/2016,144.88,148.68,175.82,182.04,158.7,164.84,145.45,151.37,108.4,112.8,108.17,113.09,104.2,108.13,1.386,1.4406,,
10/14/2016,144.85,148.65,176.62,182.86,159.03,165.17,145.89,151.84,109.12,113.53,108.98,113.94,104.15,108.06,1.3878,1.4425,,
10/17/2016,144.87,148.67,175.48,181.68,158,164.12,145.33,151.26,109.36,113.77,109,113.95,103.64,107.53,1.3834,1.4379,,
10/18/2016,144.92,148.72,176.6,182.84,158.72,164.85,145.82,151.77,109.99,114.43,110.12,115.12,104.02,107.95,1.3888,1.4435,,
10/19/2016,145.15,148.95,177.78,184.03,158.59,164.78,145.83,151.82,110.15,114.62,110.4,115.45,104.31,108.23,1.3918,1.4467,,
10/20/2016,145.23,148.98,177.83,184.01,158.39,164.51,145.84,151.78,109.82,114.24,110.72,115.75,104.15,108.04,1.3949,1.4493,,
10/21/2016,145.2,148.95,177.18,183.35,157.58,163.69,145.18,151.08,109.15,113.56,109.96,114.96,103.83,107.71,1.3897,1.4439,,
10/24/2016,145.78,149.13,176.6,182.75,156.93,163.01,145.12,151.01,108.14,112.5,109.5,114.47,103.88,107.77,1.3913,1.4455,,
10/25/2016,145.76,149.51,177.4,183.56,157.56,163.65,145.66,151.55,108.55,112.93,109.99,114.97,104.17,108.05,1.3888,1.4429,,
10/26/2016,145.7,149.46,176.56,182.71,157.62,163.72,145.46,151.36,108.44,112.81,111.07,116.11,104.46,108.35,1.3899,1.4441,,
10/27/2016,145.69,149.45,177.3,183.47,157.77,163.88,145.56,151.46,108.12,112.48,110.2,115.19,104.23,108.12,1.3878,1.4419,,
10/28/2016,145.93,149.69,177.06,183.22,158.16,164.27,145.9,151.83,108.39,112.77,109.91,114.89,104.25,108.14,1.3807,1.4346,,
10/31/2016,146.02,149.78,177.27,183.42,158.98,165.11,146.61,152.54,108.22,112.57,109.91,114.9,104.4,108.29,1.3855,1.4395,,
11/1/2016,146.04,149.8,177.97,184.15,159.14,165.27,146.66,152.59,108.2,112.56,110.19,115.19,104.56,108.45,1.3865,1.4405,,
11/2/2016,146.25,150.01,178.19,184.38,160.79,166.97,149.2,155.25,108.45,112.82,110.46,115.48,104.72,108.61,1.4019,1.4564,,
11/3/2016,146.53,150.19,179.87,186.1,161.79,168.01,149.91,155.97,108.77,113.14,111.43,116.46,105.47,109.39,1.413,1.4678,,
11/4/2016,146.57,150.33,181.69,187.97,161.69,167.9,149.49,155.52,108.76,113.14,111.55,116.59,105.4,109.31,1.4156,1.4704,,
11/7/2016,146.25,150.02,181.71,187.97,161.17,167.37,149.1,155.11,108.59,112.96,112.24,116.26,104.94,108.84,1.3972,1.4515,,
11/8/2016,146.06,149.82,180.34,186.59,160.19,166.36,148.83,154.85,108.41,112.77,111.44,116.49,104.54,108.44,1.3918,1.446,,
11/9/2016,145.98,149.74,181.02,187.28,161.55,167.75,149.86,155.9,108.29,112.67,111.07,116.14,104.66,108.57,1.4126,1.4677,,
11/10/2016,145.88,149.64,180.35,186.6,158.6,164.72,147.43,153.4,108.11,112.49,110.73,115.75,103.92,107.81,1.3793,1.4333,,
11/11/2016,145.85,149.61,182.33,188.64,157.94,164.05,146.84,152.81,107.4,111.74,109.54,114.52,102.77,106,1.362,1.4153,,
11/15/2016,146.11,149.87,181.79,188.07,156.17,162.23,145.68,151.58,107.19,111.52,109.44,114.42,102.91,106.75,1.3447,1.3974,,
11/16/2016,146.4,150.16,181.91,188.2,156.32,162.36,145.41,151.31,108.29,112.65,109.65,114.64,103.18,107.03,1.3364,1.389,,
11/17/2016,146.49,150.25,181.27,187.55,155.82,161.86,145.36,151.22,108.38,112.75,108.53,113.47,103.1,106.95,1.3378,1.3902,,
11/18/2016,146.54,150.3,180.85,187.1,154.25,160.22,144.21,150.06,107.4,111.74,107.25,112.17,102.33,106.14,1.3185,1.3702,,
11/21/2016,146.58,150.34,180.25,186.49,154.46,160.47,144.27,150.09,108.1,112.45,106.43,111.3,102.39,106.2,1.3157,1.3675,,
11/22/2016,146.56,150.32,182.5,188.79,154.86,160.87,144.37,150.23,108.6,112.99,107.31,112.22,102.64,106.48,1.3179,1.3695,,
11/23/2016,146.59,150.35,181.4,187.66,154.78,160.78,143.99,149.81,108.38,112.76,107.82,112.75,102.45,106.27,1.3126,1.3643,,
11/24/2016,146.56,150.23,181.36,187.62,153.31,159.28,142.86,148.67,107.77,112.1,107.03,111.93,101.6,105.39,1.293,1.344,,
11/25/2016,146.58,150.34,181.65,187.94,153.71,159.7,143.11,148.91,107.92,112.26,107.83,112.75,101.91,105.71,1.2813,1.3321,,
11/28/2016,146.83,150.59,182.85,189.15,155.46,161.48,144.51,150.41,108.22,112.57,108.5,113.44,102.83,106.66,1.3074,1.3588,,
11/29/2016,147.3,151.07,181.95,188.21,155.18,161.2,144.33,150.17,109.09,113.47,109.25,114.2,102.96,106.78,1.3076,1.359,,
11/30/2016,147.18,150.94,182.98,189.28,155.69,161.7,144.45,150.3,108.9,113.27,109.12,114.09,102.91,106.73,1.3031,1.3544,,
12/1/2016,146.94,150.69,183.24,189.52,154.67,160.66,143.5,149.3,108.84,113.22,107.6,112.49,102.11,105.9,1.2772,1.3274,,
12/2/2016,146.78,150.53,184.17,190.49,155.61,161.63,144.31,150.14,109.67,114.07,107.91,112.82,102.48,106.29,1.2827,1.3331,,
12/5/2016,146.64,150.39,185.22,191.57,153.9,159.86,143.37,149.17,109.19,113.57,107.93,112.84,102.43,106.23,1.2826,1.3333,,
12/6/2016,146.72,150.47,186.19,192.58,156.9,162.97,144.81,150.65,109.85,114.27,108.34,113.28,102.95,106.78,1.2841,1.3345,,
12/7/2016,146.76,150.51,185.15,191.53,156.32,162.36,144.36,150.18,109.74,114.15,107.96,112.9,102.76,106.57,1.28,1.329,,
12/8/2016,146.85,150.6,184.93,191.3,157.09,163.14,144.91,150.76,110.4,114.83,108.96,113.91,103.24,107.07,1.2866,1.3359,,
12/9/2016,146.85,150.6,184.05,190.42,154.68,160.67,143.42,149.24,110.54,114.97,108.43,113.34,102.67,106.49,1.2773,1.3262,,
12/14/2016,146.89,150.64,185.1,191.47,155.22,161.22,144.28,150.07,111.15,115.61,108.93,113.89,102.6,106.41,1.269,1.3175,,
12/15/2016,147.01,150.74,183.72,190.03,153.56,159.5,142.77,148.53,109.9,114.3,108.1,113.01,101.85,105.63,1.2462,1.2941,,
12/16/2016,147.49,151.23,182.19,188.46,152.75,158.64,142.33,148.05,109.96,114.35,107.48,112.37,101.77,105.55,1.2417,1.2891,,
