Date,Buying_USD,Selling_USD,Buying_GBP,Selling_GBP,Buying_EUR,Selling_EUR,Buying_CHF,Selling_CHF,Buying_CAD,Selling_CAD,Buying_AUD,Selling_AUD,Buying_SGD,Selling_SGD,Buying_JPY,Selling_JPY,Buying_CNY,Selling_CNY
1/3/2005,103.52,104.57,196.92,199.69,138.77,141.08,89.46,91.46,,,79.87,81.61,,,1.0026,1.0206,,
1/4/2005,102.64,103.94,195.22,198.53,137.77,140.46,88.87,91.24,,,79.2,81.22,,,0.9949,1.0167,,
1/5/2005,100.12,101.76,188.23,191.99,132.47,135.33,85.17,87.55,,,76.19,78.24,,,0.9554,0.9774,,
1/6/2005,98.53,100.33,185.42,189.45,130.35,133.4,83.86,86.4,,,74.98,77.05,,,0.9437,0.9678,,
1/10/2005,97.59,99.54,182.29,186.85,127.12,130.65,81.83,84.66,,,73.43,75.91,,,0.9281,0.956,,
1/11/2005,97.4,99.11,182.61,186.75,127.36,130.58,82.17,84.81,,,73.52,75.82,,,0.9318,0.9575,,
1/12/2005,97.47,98.94,182.65,186.04,127.48,130.03,81.96,84.16,,,73.78,75.57,,,0.9393,0.9602,,
1/13/2005,97.58,99.05,184.08,187.49,128.98,131.58,83.08,85.32,,,74.5,76.3,,,0.9484,0.9698,,
1/17/2005,97.76,99.17,182.5,186.15,127.65,130.55,82.18,84.64,,,73.75,75.92,,,0.9533,0.9775,,
1/18/2005,97.79,99.18,181.18,184.67,126.93,129.72,81.8,84.15,,,73.1,75.15,,,0.9505,0.9735,,
1/19/2005,97.84,99.21,182.23,185.7,127,129.77,82.01,84.35,,,73.55,75.59,,,0.9517,0.9745,,
1/20/2005,97.87,99.18,182.82,186.18,126.85,129.53,82.02,84.3,,,74.02,76.02,,,0.9493,0.9714,,
1/25/2005,98,99.2,183.71,186.88,127.19,129.73,82.04,84.23,,,74.97,76.91,,,0.9499,0.9711,,
1/26/2005,98.12,99.31,182.84,185.98,126.91,129.43,81.74,83.92,,,74.7,76.63,,,0.9422,0.9629,,
1/27/2005,98.17,99.36,184.31,187.47,127.83,130.36,82.41,84.61,,,75.63,77.57,,,0.9467,0.9676,,
1/28/2005,98.58,99.64,185.63,188.65,127.91,130.36,82.59,84.73,,,76.04,77.97,,,0.9512,0.9719,,
1/31/2005,98.81,100.13,185.82,189.24,128.22,130.92,82.52,84.82,,,75.97,78.01,,,0.9497,0.9719,,
2/1/2005,98.48,99.8,185.25,188.67,128.01,130.72,82.27,84.56,,,75.72,77.78,,,0.9466,0.9686,,
2/2/2005,98.7,100,185.61,188.99,128.56,131.25,82.44,84.72,,,75.95,77.99,,,0.9482,0.9701,,
2/3/2005,98.78,100.03,185.65,188.94,128.15,130.76,82.28,84.3,,,76.13,78.14,,,0.9452,0.9666,,
2/7/2005,98.84,99.99,184.75,187.82,126.4,128.85,80.89,82.98,,,75.74,77.66,,,0.9447,0.9651,,
2/8/2005,98.94,99.97,183.36,186.2,125.79,128.07,80.29,82.26,,,75.27,77.08,,,0.939,0.9581,,
2/9/2005,98.97,99.94,182.98,185.7,125.79,128,80.38,82.32,,,75.13,76.89,,,0.9328,0.9511,,
2/10/2005,99.03,99.92,183.73,186.4,126.33,128.5,80.84,82.71,,,76.24,78.02,,,0.9337,0.952,,
2/11/2005,99.02,99.91,184.51,187.21,126.92,129.13,81.41,83.67,,,76.83,78.64,,,0.9318,0.9501,,
2/14/2005,99,99.93,185.39,188.06,127.61,129.8,81.84,83.79,,,77.39,79.16,,,0.9395,0.9576,,
2/15/2005,98.94,99.87,186.2,188.87,127.77,129.95,81.96,83.89,,,77.18,78.93,,,0.9358,0.9539,,
2/16/2005,98.93,99.86,186.91,189.61,128.24,130.43,82.5,84.47,,,77.15,78.92,,,0.9408,0.958,,
2/17/2005,98.92,99.85,186.05,188.73,128.53,130.73,82.78,84.76,,,77.12,78.88,,,0.9353,0.9533,,
2/18/2005,98.94,99.77,186.8,189.39,128.75,130.91,82.91,84.88,,,77,78.8,,,0.9454,0.9514,,
2/21/2005,98.97,99.74,186.78,189.16,128.69,130.68,83.01,84.74,,,77.35,79,,,0.9321,0.9485,,
2/22/2005,98.92,99.79,187.45,190.15,129.15,131.42,83.36,85.4,,,77.55,79.4,,,0.9369,0.9557,,
2/24/2005,98.91,99.78,188.35,190.73,130.42,132.36,84.56,86.4,,,77.48,78.97,,,0.9404,0.9565,,
2/25/2005,98.91,99.82,188.57,191.25,130.1,132.09,84.08,86.08,,,77.07,78.82,,,0.9352,0.953,,
2/28/2005,98.97,99.9,189.95,192.4,130.99,132.89,84.83,86.63,,,77.76,79.2,,,0.942,0.9576,,
3/1/2005,99.01,99.92,189.57,192.25,130.23,132.42,84.38,86.38,,,77.5,79.26,,,0.9425,0.9604,,
3/2/2005,99.07,99.97,189.51,192.17,129.88,132.05,84.17,86.15,,,76.89,78.63,,,0.943,0.9608,,
3/3/2005,99.14,100.04,189.18,191.84,129.71,131.87,83.83,85.8,,,77.01,78.75,,,0.9412,0.959,,
3/4/2005,99.2,100.12,188.76,191.45,129.58,131.78,83.44,85.42,,,77.09,78.84,,,0.9375,0.9554,,
3/7/2005,99.2,100.12,190.27,192.98,130.79,133,84.23,86.23,,,77.83,79.6,,,0.9433,0.9613,,
3/9/2005,99.17,100.06,190.84,193.22,131.99,133.96,84.85,86.6,,,78.66,80.17,,,0.9445,0.9592,,
3/10/2005,99.05,99.08,190.51,193.28,132.52,134.78,85.11,87.14,,,78.39,80.22,,,0.9494,0.9678,,
3/11/2005,98.94,99.87,189.83,192.55,132.36,134.61,85.19,87.23,,,77.56,79.33,,,0.9465,0.9648,,
3/14/2005,98.62,99.66,189.29,192.23,132.18,134.57,85.1,87.24,,,77.59,79.45,,,0.9406,0.9598,,
3/15/2005,98.62,99.53,188.39,191.04,131.26,133.46,84.42,86.41,,,77.24,78.99,,,0.938,0.9558,,
3/16/2005,98.79,99.83,188.48,191.39,130.88,133.25,84.12,86.23,,,77.41,79.26,,,0.9411,0.9603,,
3/17/2005,98.8,99.77,189.88,192.39,132.09,134.05,85.12,86.98,,,78.05,79.52,,,0.9437,0.9598,,
3/18/2005,98.82,99.78,189.63,192.41,131.7,133.97,84.8,86.85,,,77.78,79.57,,,0.9406,0.9589,,
3/21/2005,98.88,99.83,188.86,191.62,130.68,132.93,84.06,86.09,,,77.84,79.63,,,0.938,0.9563,,
3/22/2005,98.94,99.88,187.25,189.96,129.8,132.03,83.38,85.38,,,77.09,78.87,,,0.9372,0.9553,,
3/23/2005,98.93,99.87,186.22,188.92,128.93,131.15,82.69,84.67,,,76.63,78.4,,,0.9342,0.9523,,
3/24/2005,98.93,99.86,184.6,187.26,127.94,130.13,82.07,84.01,,,75.87,77.61,,,0.927,0.9448,,
3/28/2005,98.93,99.86,183.69,186.34,127.1,129.27,81.5,83.42,,,75.55,77.28,,,0.9216,0.9393,,
3/29/2005,98.97,99.8,184.39,187.05,127.44,129.66,81.86,83.85,,,75.7,77.5,,,0.9195,0.9371,,
3/30/2005,98.94,99.87,185.31,187.97,127.58,129.75,81.89,83.83,,,75.84,77.58,,,0.918,0.9355,,
3/31/2005,98.98,99.86,185.7,188.02,127.53,129.34,82.1,83.76,,,75.97,77.44,,,0.9205,0.9347,,
4/1/2005,99.12,100,186.7,189.25,128.02,130.06,82.46,83.89,,,76.21,77.69,,,0.9197,0.936,,
4/4/2005,99.17,100.12,185.93,188.64,127.43,129.58,81.96,83.53,,,75.87,77.54,,,0.9166,0.9345,,
4/5/2005,99.22,100.17,185.76,188.46,126.91,129.1,81.46,83.4,,,75.52,77.27,,,0.9118,0.9294,,
4/6/2005,99.25,100.17,186.2,188.86,127.21,129.37,81.76,83.68,,,75.53,77.26,,,0.9142,0.9316,,
4/7/2005,99.23,100.15,186.3,188.95,127.34,129.49,81.79,83.72,,,75.55,77.27,,,0.9107,0.928,,
4/8/2005,99.11,100.03,184.87,187.51,126.61,128.76,81.31,83.22,,,75.45,77.18,,,0.9091,0.9266,,
4/11/2005,99.14,100.04,186.35,188.96,127.7,129.85,82.21,84.13,,,76.03,77.75,,,0.9109,0.928,,
4/12/2005,99.1,100.02,187.08,189.57,128.3,130.21,82.59,84.4,,,76.41,78.01,,,0.9175,0.9332,,
4/15/2005,99.06,100.06,185.92,188.52,126.49,128.46,81.07,82.92,,,75.63,77.18,,,0.9118,0.9288,,
4/18/2005,99.12,100.02,186.94,189.45,127.34,129.37,81.9,83.72,,,75.38,77.04,,,0.9152,0.9317,,
4/19/2005,99.21,100.12,188.4,191.06,128.73,130.89,82.94,84.89,,,75.68,77.39,,,0.9203,0.9378,,
4/20/2005,99.22,100.14,189.86,192.55,129.25,131.43,83.49,85.47,,,76.12,77.85,,,0.9246,0.9422,,
4/21/2005,99.27,100.2,190.21,192.8,129.65,131.76,83.93,85.83,,,76.54,78.24,,,0.9262,0.9431,,
4/25/2005,99.33,100.21,189.46,191.98,128.84,130.87,83.17,85.02,,,77.03,78.7,,,0.9343,0.951,,
4/26/2005,99.3,100.21,189.47,192.02,128.6,130.67,83.04,84.91,,,76.94,78.64,,,0.9354,0.9523,,
4/27/2005,99.28,100.09,188.71,191.25,129.36,130.43,83.03,84.89,,,76.55,78.24,,,0.9307,0.9476,,
4/28/2005,99.28,100.19,188.71,191.25,127.93,129.99,82.77,84.62,,,76.67,78.36,,,0.9338,0.9507,,
4/29/2005,99.37,100.27,189.26,191.91,127.87,130.01,82.87,84.81,,,76.81,78.55,,,0.9348,0.9524,,
5/3/2005,99.25,100.17,187.44,189.98,126.95,129.01,82.12,83.97,,,76.69,78.39,,,0.9394,0.9565,,
5/4/2005,99.32,100.22,188.2,190.85,128.07,130.2,82.8,84.74,,,76.57,78.3,,,0.944,0.9618,,
5/5/2005,99.38,100.18,188.42,190.93,128.07,130.11,82.71,84.63,,,76.73,78.48,,,0.9453,0.9632,,
5/6/2005,99.39,100.29,188.56,191.22,128.14,130.28,82.62,84.54,,,76.94,78.69,,,0.9458,0.9635,,
5/9/2005,99.39,100.29,187.1,189.72,126.76,128.87,81.71,83.61,,,76.43,78.16,,,0.9401,0.9578,,
5/10/2005,99.39,100.29,186.76,189.38,127.21,129.33,81.89,83.8,,,76.45,78.19,,,0.9368,0.9545,,
5/11/2005,99.39,100.27,186.75,189.35,127.49,129.61,82.21,84.12,,,76.6,78.33,,,0.9376,0.9551,,
5/12/2005,99.39,100.28,185.62,188.2,126.69,128.79,81.8,83.69,,,76.34,78.06,,,0.9331,0.9506,,
5/13/2005,99.39,100.28,184.89,187.54,125.52,127.69,81.09,83.04,,,75.52,77.32,,,0.9263,0.9444,,
5/16/2005,99.38,100.27,183.21,185.77,124.78,126.86,80.53,82.38,,,74.84,76.54,,,0.9205,0.9377,,
5/17/2005,99.08,100.03,181.56,184.21,124.61,126.76,80.41,82.31,,,74.51,76.25,,,0.9219,0.9398,,
5/18/2005,99.22,100.05,181.15,183.69,124.52,126.61,80.41,82.29,,,74.29,76.04,,,0.917,0.9344,,
5/19/2005,99.27,100.17,182.26,184.82,125.42,127.52,81.01,82.89,,,74.91,76.62,,,0.9231,0.9405,,
5/20/2005,99.35,100.25,182.03,184.59,125.16,127.24,80.79,82.66,,,74.85,76.56,,,0.9202,0.9377,,
5/25/2005,99.45,100.34,181.52,184.05,124.69,126.76,80.39,82.24,,,75.11,76.82,,,0.92,0.94,,
5/26/2005,99.45,100.34,181.71,184.25,124.86,126.93,80.49,82.35,,,75.4,77.11,,,0.918,0.9352,,
5/27/2005,99.47,100.36,180.9,183.43,124.06,126.13,79.99,81.83,,,74.98,76.69,,,0.9175,0.9346,,
5/30/2005,99.52,100.31,181.1,183.52,124.33,126.31,80.16,82,,,75.31,77.03,,,0.9181,0.9353,,
5/31/2005,99.47,100.36,180.03,182.54,122.82,124.87,79.32,81.14,,,74.67,76.36,,,0.9159,0.9331,,
6/1/2005,99.5,100.29,180.8,183.23,122.16,124.15,79.3,81.11,,,74.72,76.45,,,0.9152,0.9321,,
6/2/2005,99.47,100.36,179.85,182.36,121.09,123.11,78.79,80.59,,,74.16,75.85,,,0.9131,0.9301,,
6/3/2005,99.47,100.36,180.46,182.98,121.76,123.79,79.02,80.83,,,74.7,76.4,,,0.9181,0.9353,,
6/6/2005,99.5,100.35,180.15,182.6,121.39,123.36,79.01,80.79,,,74.78,76.45,,,0.9205,0.9373,,
6/7/2005,99.5,100.35,180.94,183.39,121.47,123.45,79.07,80.85,,,75.61,77.29,,,0.9272,0.9441,,
6/8/2005,99.53,100.38,182.3,184.86,121.95,123.93,79.47,81.26,,,75.93,77.62,,,0.9286,0.9457,,
6/9/2005,99.52,100.37,181.4,183.86,121.36,123.33,78.99,80.77,,,75.84,77.53,,,0.9248,0.9417,,
6/10/2005,99.42,100.36,180.77,183.2,121.27,123.1,78.79,80.52,,,75.73,77.24,,,0.9213,0.9378,,
6/13/2005,99.53,100.37,179.7,182.12,119.92,121.86,77.77,79.5,,,75.26,76.93,,,0.9125,0.929,,
6/14/2005,99.53,100.38,179.38,181.77,120.28,122.24,77.87,79.61,,,75.55,77.23,,,0.9057,0.9224,,
6/15/2005,99.79,100.66,179.87,182.35,119.68,121.65,77.66,79.41,,,75.59,77.29,,,0.9087,0.9254,,
6/16/2005,99.9,100.86,181.36,184.01,120.34,122.44,77.93,79.76,,,76.21,77.99,,,0.9106,0.9282,,
6/17/2005,99.82,100.76,181.49,184.12,120.41,122.48,77.97,79.78,,,76.61,78.38,,,0.9126,0.9301,,
6/20/2005,99.66,100.58,181.65,184.24,121.41,123.48,78.4,80.21,,,77.03,78.79,,,0.913,0.9303,,
6/22/2005,99.6,100.53,181.63,184.24,120.72,122.79,78.05,79.86,,,77.01,78.78,,,0.91,0.93,,
6/23/2005,99.52,100.42,180.92,183.55,120.24,122.35,77.74,79.6,,,76.87,78.73,,,0.9124,0.93,,
6/24/2005,99.36,100.28,179.98,182.55,119.04,121.07,77.1,78.88,,,76.06,77.8,,,0.9082,0.9254,,
6/27/2005,99.3,100.22,180.66,183.25,119.97,122.01,77.59,79.38,,,75.84,77.65,,,0.9047,0.9218,,
6/28/2005,99.37,100.18,181.03,183.57,120.36,122.43,77.81,79.6,,,75.75,77.57,,,0.9034,0.9207,,
6/29/2005,99.38,100.29,180.14,182.7,119.4,121.42,77.1,78.87,,,75.37,77.1,,,0.8995,0.9164,,
6/30/2005,99.57,100.53,179.44,182.07,119.85,121.94,77.21,79.02,,,75.49,77.26,,,0.8986,0.9159,,
7/1/2005,99.67,100.6,178.03,180.59,120.01,122.06,77.18,78.97,,,75.31,77.05,,,0.8949,0.912,,
7/4/2005,99.66,100.57,175.08,177.58,118.31,120.33,76.24,77.98,,,74.16,75.88,,,0.889,0.9057,,
7/5/2005,99.68,98.78,175.05,177.48,118.27,120.26,75.99,77.71,,,74.19,75.94,,,0.8894,0.906,,
7/6/2005,99.64,100.46,174.52,176.98,118.23,120.27,75.91,77.65,,,73.48,75.21,,,0.8885,0.9054,,
7/7/2005,99.55,100.42,173.96,176.5,118.17,120.27,75.83,77.62,,,72.96,74.73,,,0.883,0.9002,,
7/8/2005,99.64,100.5,173.13,175.61,118.377,120.45,76.15,77.94,,,73.01,74.79,,,0.8829,0.9001,,
7/11/2005,99.61,100.54,173.05,175.7,118.87,121.05,76.17,78.01,,,73.43,75.29,,,0.8855,0.9035,,
7/12/2005,99.62,100.55,175.18,177.72,120.38,122.46,77.23,79.02,,,74.21,75.93,,,0.8889,0.9072,,
7/13/2005,99.61,100.54,176.25,178.95,121.11,123.34,77.58,79.52,,,74.66,76.53,,,0.8923,0.9107,,
7/14/2005,99.72,100.65,175.21,177.87,119.81,122,76.63,78.54,,,74.26,76.12,,,0.8868,0.9051,,
7/15/2005,99.81,100.83,175.07,177.78,120.27,122.41,77.1,78.64,,,74.49,76.21,,,0.886,0.9043,,
7/18/2005,99.78,100.7,174.49,177.05,119.72,121.83,76.52,78.36,,,74.23,76.04,,,0.8849,0.9024,,
7/19/2005,99.88,100.73,174.02,176.54,119.85,121.94,76.52,78.28,,,74.62,76.41,,,0.887,0.9051,,
7/20/2005,99.85,100.72,173.24,175.76,120.11,122.24,76.55,78.35,,,74.53,76.35,,,0.8797,0.8969,,
7/22/2005,99.84,100.76,174.51,177.16,120.97,123.15,77.16,79.02,,,75.75,77.66,,,0.8945,0.9126,,
7/25/2005,99.89,100.91,173.07,175.73,119.96,122.03,76.49,78.36,,,75.7,77.42,,,0.8916,0.9097,,
7/26/2005,100.13,101.1,174.08,176.79,120.01,122.25,76.59,78.52,,,75.66,77.58,,,0.8917,0.9103,,
7/27/2005,100.14,101.09,173.43,176.1,119.8,122.01,76.46,78.38,,,75.13,77.03,,,0.8845,0.9027,,
7/28/2005,100.16,101.09,174.12,176.77,120.37,122.56,76.75,78.65,,,75.15,77.03,,,0.8867,0.9049,,
7/29/2005,100.08,101.02,175.17,177.85,120.92,123.13,77.31,79.25,,,75.45,77.33,,,0.8874,0.9058,,
8/1/2005,100.19,101.11,175.91,178.58,121.4,123.62,77.43,79.36,,,75.39,77.22,,,0.888,0.9061,,
8/2/2005,100.04,101.04,176.75,179.38,121.75,123.8,77.86,79.75,,,75.8,77.51,,,0.8905,0.9084,,
8/3/2005,100.01,100.9,176.23,178.83,121.13,123.29,77.54,79.45,,,75.79,77.64,,,0.8906,0.9085,,
8/4/2005,100.04,100.93,177.48,180.1,122.94,125.13,78.68,80.62,,,76.59,78.46,,,0.8969,0.9151,,
8/5/2005,100.1,101,177.69,180.33,123.32,125.52,78.91,80.86,,,76.54,78.42,,,0.8942,0.9123,,
8/8/2005,100.16,101.06,177.24,179.88,123.02,125.22,78.61,80.55,,,76.23,78.11,,,0.8869,0.9033,,
8/9/2005,100.22,101.15,178.63,181.33,123.5,125.75,79.07,81.05,,,76.08,77.98,,,0.8922,0.9105,,
8/10/2005,100.22,101.15,178.63,181.33,123.5,125.75,79.07,81.05,,,76.08,77.98,,,0.8922,0.9105,,
8/11/2005,100.18,101.08,179.66,182.32,123.73,125.93,79.28,81.24,,,76.3,78.17,,,0.9033,0.9216,,
8/12/2005,100.26,101.17,180.96,183.64,124.42,126.65,79.86,81.84,,,76.88,78.78,,,0.9084,0.9269,,
8/15/2005,100.34,101.27,181.38,184.11,124.01,126.26,79.66,81.65,,,76.87,78.78,,,0.9106,0.9293,,
8/16/2005,100.41,101.34,180.91,183.64,123.3,125.54,79.2,81.18,,,76.38,78.28,,,0.9133,0.932,,
8/17/2005,100.31,101.34,180.92,183.77,123.26,125.61,79.14,81.19,,,76.35,78.32,,,0.912,0.9315,,
8/18/2005,100.34,101.37,180.66,183.54,122.71,125.02,79,80.97,,,75.72,77.67,,,0.9069,0.926,,
8/22/2005,100.36,101.36,179.92,182.76,121.68,123.98,78.27,80.28,,,74.93,76.86,,,0.9055,0.9247,,
8/23/2005,100.35,101.37,180.08,182.97,121.98,124.31,78.28,80.3,,,75.13,77.08,,,0.9092,0.9286,,
8/24/2005,100.22,101.24,179.63,182.54,121.84,124.17,78.18,80.21,,,75.08,77.03,,,0.9035,0.9229,,
8/25/2005,100.26,101.28,180.3,183.18,122.68,125.02,78.85,80.9,,,75.4,77.35,,,0.9056,0.9251,,
8/26/2005,100.26,101.28,180.06,182.94,122.76,125.1,79.16,81.21,,,75.47,77.42,,,0.9051,0.9245,,
8/29/2005,100.37,101.39,180.8,183.7,123.15,125.5,79.47,81.53,,,75.23,77.18,,,0.9062,0.9257,,
8/30/2005,100.52,101.54,179.79,182.66,122.27,124.62,78.75,80.72,,,74.83,76.74,,,0.9025,0.9213,,
8/31/2005,100.73,101.79,179.51,182.44,122.62,125,78.84,80.91,,,74.77,76.74,,,0.9008,0.9205,,
9/1/2005,100.72,101.76,181.02,183.94,123.69,126.07,79.68,81.75,,,75.46,77.34,,,0.9051,0.9245,,
9/2/2005,100.81,101.85,184.2,187.17,125.33,127.73,80.96,83.08,,,76.31,78.3,,,0.9131,0.9328,,
9/5/2005,100.8,101.85,185.75,188.75,126.22,128.65,81.64,83.78,,,76.9,78.9,,,0.9189,0.9387,,
9/6/2005,100.87,101.9,185.34,188.31,125.52,127.91,81.04,83.15,,,76.75,78.74,,,0.9193,0.9391,,
9/7/2005,100.81,101.85,184.84,187.81,125.05,127.44,80.71,82.81,,,76.83,78.82,,,0.9145,0.9343,,
9/8/2005,100.82,101.86,184.61,187.58,124.69,127.08,80.55,82.65,,,76.94,78.93,,,0.9106,0.9302,,
9/9/2005,100.89,101.83,184.92,187.65,124.75,126.92,80.55,82.51,,,77.25,79.12,,,0.9085,0.927,,
9/12/2005,100.88,101.93,184.86,187.84,124.07,126.46,80.2,82.29,,,77.44,79.45,,,0.9165,0.9363,,
9/13/2005,100.7,101.8,183,185.95,123.43,125.73,79.79,81.49,,,76.99,78.83,,,0.909,0.9287,,
9/14/2005,100.78,101.82,183.51,186.47,123.37,125.75,79.52,81.59,,,77.05,79.05,,,0.9076,0.9272,,
9/15/2005,100.79,101.84,182.85,185.8,122.72,125.08,79.17,81.21,,,76.93,78.93,,,0.907,0.9267,,
9/16/2005,100.8,101.85,181.74,184.68,122.9,125.26,79.07,81.13,,,76.67,78.66,,,0.9061,0.9257,,
9/19/2005,100.88,101.92,181.55,184.48,122.24,124.59,78.6,80.64,,,76.68,78.56,,,0.9005,0.92,,
9/20/2005,100.89,101.91,181.47,184.36,122.19,124.51,78.41,80.2,,,76.89,78.87,,,0.902,0.9213,,
9/21/2005,100.92,101.93,181.08,183.96,122.03,124.35,78.32,80.33,,,76.93,78.9,,,0.8979,0.9171,,
9/22/2005,100.91,101.93,181.97,184.87,122.71,125.06,78.78,80.81,,,77.07,79.05,,,0.8995,0.9187,,
9/23/2005,100.93,101.95,180.35,183.23,122.13,124.46,78.34,80.36,,,76.2,78.17,,,0.9005,0.9197,,
9/26/2005,100.92,101.95,178.45,181.3,120.9,123.21,77.39,79.38,,,75.9,77.86,,,0.894,0.9131,,
9/27/2005,100.92,101.95,178.43,181.29,120.93,123.24,77.43,79.42,,,75.63,77.58,,,0.8914,0.9104,,
9/28/2005,100.83,101.86,177.81,180.66,120.69,123,77.31,79.3,,,75.63,77.59,,,0.8864,0.9054,,
9/29/2005,101.82,101.85,177.8,180.65,121.02,123.33,77.56,79.55,,,75.92,77.88,,,0.8881,0.907,,
9/30/2005,100.78,101.7,177.07,179.72,120.84,123.02,77.41,79.27,,,76.16,78.04,,,0.8878,0.9053,,
10/3/2005,100.73,101.77,176.4,179.24,119.76,122.07,76.78,78.76,,,75.9399,77.9077,,,0.8785,0.8974,,
10/4/2005,100.81,101.84,176.54,179.37,119.67,121.96,76.84,78.81,,,76.3,78.27,,,0.8791,0.8979,,
10/5/2005,100.84,101.86,177.14,179.97,119.82,122.11,77.01,78.99,,,76.07,78.03,,,0.8803,0.8991,,
10/6/2005,100.77,101.8,178.15,181.04,120.99,123.13,77.96,79.97,,,75.79,77.76,,,0.8808,0.8995,,
10/7/2005,100.77,101.8,178.52,181.41,122.11,124.47,78.59,80.37,,,76,77.96,,,0.8846,0.9037,,
10/10/2005,100.78,101.8,176.95,179.79,121.68,124,78.25,80.27,,,75.78,77.74,,,0.8816,0.9004,,
10/11/2005,100.8,101.82,176.12,178.94,120.76,123.07,77.78,79.78,,,75.8,77.76,,,0.8794,0.8982,,
10/12/2005,101.14,101.94,175.52,178.3,120.31,122.59,77.5,79.47,,,75.33,77.26,,,0.8767,0.8954,,
10/13/2005,100.95,101.97,175.87,178.69,120.47,122.78,77.62,79.63,,,75.35,77.3,,,0.8756,0.8943,,
10/14/2005,100.94,101.96,176.5,179.33,120.78,123.08,77.68,79.68,,,75.15,77.09,,,0.8763,0.895,,
10/18/2005,100.94,101.97,176.34,179.17,120.62,122.92,77.39,79.38,,,74.94,76.88,,,0.8719,0.8903,,
10/19/2005,100.96,101.99,175.82,178.64,119.93,122.22,76.95,78.92,,,74.77,76.71,,,0.8677,0.8861,,
10/20/2005,100.96,101.99,177.34,180.18,120.37,122.67,77.28,79.26,,,75.11,77.06,,,0.8699,0.8884,,
10/21/2005,100.97,102.01,178.9,181.8,121.12,123.46,78.06,80.08,,,75.42,77.39,,,0.8721,0.8909,,
10/24/2005,101.08,102.1,178.03,180.88,120.09,122.38,77.54,79.53,,,74.99,76.94,,,0.868,0.8865,,
10/25/2005,101.12,102.14,178.13,180.97,120.41,122.71,77.81,79.81,,,75.22,77.17,,,0.8715,0.89,,
10/26/2005,101.23,102.27,180.06,182.97,121.93,124.28,78.67,80.71,,,75.95,77.92,,,0.8748,0.8937,,
10/27/2005,101.25,102.29,179.96,182.87,121.98,124.33,78.63,80.67,,,76.02,77.99,,,0.8713,0.89,,
10/28/2005,101.27,102.31,180.07,182.99,122.37,124.75,78.93,80.94,,,76.03,77.99,,,0.8738,0.8924,,
10/31/2005,101.3,102.35,179.36,182.25,121.69,124.03,78.53,80.56,,,75.37,77.33,,,0.8716,0.8903,,
11/2/2005,101.35,102.39,178.39,181.27,121.3,123.64,78.16,80.19,,,74.72,76.68,,,0.8636,0.8822,,
11/3/2005,101.29,102.33,179.3,182.17,121.69,124.03,78.6,80.64,,,74.53,76.48,,,0.8624,0.881,,
11/7/2005,101.32,102.33,176.87,179.69,119.18,121.45,76.93,78.89,,,73.76,75.67,,,0.8572,0.8755,,
11/8/2005,101.35,102.36,175.63,178.42,118.34,120.59,76.49,78.44,,,73.38,75.28,,,0.8558,0.874,,
11/9/2005,101.35,102.37,176.12,178.92,118.75,121.01,76.69,78.65,,,73.79,78.65,,,0.8601,0.8783,,
11/10/2005,101.34,102.36,176.17,178.94,118.73,120.95,76.83,78.71,,,73.75,75.67,,,0.8573,0.8751,,
11/11/2005,101.35,102.36,176.05,178.85,117.97,120.22,76.54,78.49,,,73.62,75.52,,,0.8565,0.8745,,
11/14/2005,101.33,102.34,176.02,178.82,118.37,120.63,76.72,78.68,,,73.71,75.62,,,0.8547,0.8728,,
11/16/2005,101.33,102.35,175.36,178.15,118.27,120.53,76.37,78.32,,,73.55,75.46,,,0.8478,0.8658,,
11/17/2005,101.34,102.37,173.56,176.34,117.77,120.03,75.91,77.84,,,73.51,75.42,,,0.8471,0.8611,,
11/18/2005,101.42,102.44,173.91,176.68,118.62,120.88,76.39,78.34,,,73.7,75.61,,,0.8485,0.8664,,
11/21/2005,101.43,102.45,173.6,176.36,118.89,121.15,76.55,78.5,,,73.82,75.73,,,0.8463,0.8642,,
11/22/2005,101.39,102.41,173.56,176.34,118.41,120.68,76.27,78.22,,,74.01,75.93,,,0.8471,0.8652,,
11/23/2005,101.39,102.42,173.94,176.73,119.14,121.42,76.68,78.64,,,74.1,76.02,,,0.8495,0.8677,,
11/24/2005,101.4,102.42,174.24,177.03,119.26,121.54,76.72,78.69,,,74.3,76.23,,,0.8504,0.8685,,
11/25/2005,101.41,102.45,174.14,176.96,118.84,121.14,76.41,78.37,,,74.14,76.08,,,0.8463,0.8645,,
11/28/2005,101.41,102.45,173.11,175.79,118.14,120.3,76.2,78.03,,,73.9,75.7,,,0.8437,0.8607,,
11/29/2005,101.43,102.49,174.51,177.13,119.5,121.52,77.01,78.88,,,74.67,76.33,,,0.8474,0.8636,,
11/30/2005,101.46,102.52,173.92,176.51,119.06,121.08,76.66,78.52,,,74.51,76.17,,,0.845,0.8611,,
12/1/2005,101.43,102.48,174.98,177.59,119.15,121.18,76.61,78.47,,,74.51,76.17,,,0.8438,0.8598,,
12/2/2005,101.42,102.48,175.17,177.78,118.57,120.58,76.42,78.27,,,74.86,76.53,,,0.8382,0.8543,,
12/5/2005,101.43,102.48,175.23,177.84,118.33,120.34,76.39,78.24,,,75.28,76.95,,,0.8339,0.8498,,
12/6/2005,101.43,102.49,176.25,178.87,119.15,121.17,77.04,78.92,,,75.73,77.41,,,0.8353,0.8513,,
